Feature ID,PMT1 leaf control,PMT1 leaf topped,PMT1 root control,PMT1 root topped,PMT2 leaf control,PMT2 leaf topped,PMT2 root control,PMT2 root topped,PMT3 leaf control,PMT3 leaf topped,PMT3 root control,PMT3 root topped,TN90 leaf control,TN90 leaf topped,TN90 root control,TN90 root topped,Swissprot,,Solyc,,GO ontology (biological process)
NITAB087957.1,0.0269,0.0697,6.1410,18.5085,0.0907,0.0312,10.2210,22.9733,0.0098,0.0356,3.1620,14.9578,0.0320,0.0635,4.5929,19.2727,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087973.1,0.2301,0.2799,13.1934,22.3642,0.7880,0.7773,25.8686,33.3942,0.1155,0.1276,6.9442,11.9587,0.1588,0.6074,6.7493,25.9848,Histone H3.2,sp|Q76MV0|H32_TOBAC,Histone H3 ,Solyc10g008910.1.1,0
NITAB087974.1,0.3086,0.5019,5.2988,4.5081,0.4099,0.6023,6.1085,7.0471,0.7680,0.3795,2.5259,8.0061,0.4426,0.3902,5.9213,5.7457,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB087986.1,0.2530,0.2519,3.4466,2.9082,0.3295,0.4862,4.2437,4.4362,0.4026,0.2923,2.0769,4.2423,0.3136,0.2556,5.0124,5.3235,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB088029.1,1.0157,1.4807,8.2988,9.1098,1.3539,1.1846,10.2529,11.0156,1.2592,0.9302,5.4591,13.6076,0.9861,1.6109,10.7814,13.3568,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB088085.1,0.6181,0.8631,8.5841,8.3120,0.7891,0.8166,12.7224,11.7180,1.0179,0.6864,5.3089,13.2551,0.5978,0.8675,12.2432,12.9227,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB088087.1,0.4661,0.3642,4.1744,4.1537,0.4496,0.5465,5.0266,4.8178,0.5543,0.2301,2.6364,7.4295,0.3361,0.2231,6.1492,6.0388,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB088106.1,0.1715,0.3442,4.2045,4.0202,0.4182,0.5593,6.1219,5.7781,0.2587,0.1827,2.9901,7.5268,0.2251,0.3150,6.5894,6.7223,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB088114.1,0.2167,0.3029,8.3234,13.5735,0.5005,0.4271,14.4007,20.2627,0.0449,0.0564,3.9200,6.5932,0.0841,0.4269,5.3151,16.5949,Histone H3.2,sp|Q76MV0|H32_TOBAC,Histone H3 ,Solyc10g008910.1.1,0
NITAB088143.1,0.5790,1.1557,6.9243,6.4861,0.8110,1.0456,10.8202,9.9056,1.1395,0.6972,5.5877,10.3174,0.7834,0.8957,10.8401,10.6756,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB088150.1,0.9018,1.1825,6.2103,6.1731,1.2865,1.4058,7.0561,8.3373,0.9918,0.6013,3.8386,9.7673,1.0890,1.2612,8.5583,7.8251,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB088189.1,277.5031,336.6251,1226.5769,771.6979,183.7482,145.0003,499.4093,522.2763,241.2680,367.7363,2013.0181,894.9114,252.9692,242.9688,986.5827,604.1146,#N/A,#N/A,ATP-dependent DNA helicase family protein ,Solyc05g008040.3.1,#N/A
NITAB088510.1,1.5382,24.2099,18.6809,13.4442,1.2931,1.1088,5.3107,6.0525,2.2091,1.6738,91.0255,6.2197,2.2011,2.5780,5.4769,16.6809,#N/A,#N/A,Poly [ADP-ribose] polymerase ,Solyc11g067250.2.1,#N/A
NITAB088531.1,6.2726,14.9482,69.3108,54.4776,9.0887,3.8942,38.0100,31.4082,6.8168,6.8434,46.8384,28.6137,6.5313,6.3868,22.5559,87.4095,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB088659.1,0.8896,0.6198,3.3568,6.7191,0.9399,0.9535,4.9591,6.7837,0.4513,0.5571,2.7118,3.5998,0.5126,1.1234,2.4595,6.7106,#N/A,#N/A,"Disease resistance protein, putative ",Solyc05g012740.2.1,#N/A
NITAB088704.1,0.0166,0.0371,2.5484,1.8026,0.0000,0.0217,0.7332,1.0548,0.0000,0.0113,3.5704,2.3451,0.0000,0.1017,0.8611,0.3066,Early nodulin-93,sp|Q02921|NO93_SOYBN,Early nodulin 93 protein ,Solyc12g006680.2.1,nodulation [GO:0009877]
NITAB088713.1,1.0373,0.8906,2.6702,3.4734,1.3012,1.5019,5.2279,6.4254,0.8001,0.5460,1.3681,1.7447,0.7152,0.8437,1.4328,4.3436,ABC transporter C family MRP4,sp|A7KVC2|AB4C_MAIZE,ABC subfamily C transporter ,Solyc07g065320.3.1,transmembrane transport [GO:0055085]
NITAB088834.1,28.5397,40.6332,71.7749,91.5351,36.8237,30.2004,173.7249,110.7541,40.6827,32.0004,65.5698,81.8552,38.3999,38.3363,44.1146,123.1437,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB088965.1,0.1025,0.1241,9.8338,6.2562,0.1035,0.1281,3.5515,4.6243,0.2094,0.1984,7.1342,9.7096,0.2272,0.1093,7.7823,4.8454,Peroxidase 59,sp|Q39034|PER59_ARATH,Peroxidase ,Solyc04g071890.3.1,hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
NITAB089016.1,0.0000,0.0170,0.3150,0.7652,0.0000,0.0245,6.3825,6.0723,0.0484,0.0509,0.5532,1.2876,0.0000,0.0000,0.6231,0.7117,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089025.1,1.9305,4.0821,10.2354,8.8928,0.3792,0.8471,1.3896,0.9826,0.1780,0.3535,3.1752,0.4586,4.4458,5.4897,7.2964,8.7541,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089026.1,1.7812,1.0795,0.0000,0.0000,3.3374,2.8570,2.5902,2.7847,3.8106,1.4346,0.8447,2.0031,2.4582,2.9309,0.9359,3.0726,#N/A,#N/A,MATH domain-containing protein ,Solyc03g005430.3.1,#N/A
NITAB089037.1,0.2086,0.5652,5.3545,4.3471,0.3452,0.5950,6.4436,7.1642,0.5042,0.3953,3.2522,9.1510,0.4751,0.6504,6.6851,7.0973,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089041.1,0.5461,0.7162,6.5348,6.7007,0.8622,0.7344,7.8232,8.5141,0.6996,0.5044,3.8221,10.5571,0.4621,0.8482,8.2759,8.5296,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089059.1,0.7112,0.6732,7.7712,6.8295,1.3947,1.0687,10.0879,8.0018,1.1290,0.5774,4.9721,12.1369,1.4227,1.3398,10.1553,11.4100,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089087.1,0.1964,0.1869,16.2422,17.8411,0.1594,0.2060,11.1830,10.2926,0.1956,0.1586,11.9209,14.2650,0.1203,0.0540,18.4183,18.2201,Probable glutathione S-transferase,sp|Q03662|GSTX1_TOBAC,Glutathione S-transferase ,Solyc09g011550.2.1,auxin-activated signaling pathway [GO:0009734]
NITAB089148.1,0.0501,0.0204,1.2593,2.2193,0.0076,0.0027,0.2328,0.7490,0.0039,0.0088,0.1527,0.6764,0.0143,0.0200,0.4776,1.8341,Purine permease 3,sp|Q9FZ95|PUP3_ARATH,Purine permease-like protein ,Solyc12g087870.2.1,purine nucleobase transport [GO:0006863]
NITAB089169.1,0.0000,0.0952,0.0000,0.0221,0.0904,0.1866,8.1268,0.0000,0.1444,0.0775,0.0000,0.0375,0.1273,0.2981,0.0000,0.0166,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089171.1,1.1636,2.0278,11.9323,9.7845,0.9556,2.3457,6.4377,9.0552,1.4694,2.8320,11.5679,10.8495,2.0681,1.9014,13.9916,7.9800,#N/A,#N/A,F-box associated ubiquitination effector family protein ,Solyc02g078890.1.1,#N/A
NITAB089179.1,533.0240,637.1730,972.7143,896.4952,357.5123,427.4184,1327.3767,969.1369,573.7206,412.1473,691.1433,1136.9340,517.0914,527.5101,466.6652,1009.2939,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089180.1,0.0253,0.0274,0.8045,0.4914,0.0432,0.0474,2.5504,1.7757,0.0918,0.0072,0.6040,0.8934,0.0179,0.0148,0.7247,0.6485,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089327.1,0.1511,0.2597,3.5552,3.2773,0.3490,0.3512,2.6935,2.4000,0.4202,0.4168,4.3457,2.9285,0.6594,0.0518,3.4258,3.2254,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089355.1,0.9726,1.9294,11.8536,12.7267,1.2628,1.9685,15.2938,14.5953,1.5280,1.2601,7.8819,19.6890,1.3578,2.4339,18.0699,18.2575,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089543.1,0.4557,0.7415,6.6634,6.1878,0.6518,0.9518,7.3324,8.2750,0.6719,0.4555,3.6098,9.9300,0.5380,1.1473,8.7285,8.8116,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089632.1,0.4889,0.7634,5.9807,5.1904,0.7246,0.8107,7.1699,7.4418,0.6673,0.4533,3.5200,9.4658,0.7005,0.3594,8.8265,8.8703,Protein TIC 214,sp|P41647|TI214_PINTH,Calcium-dependent lipid-binding ,Solyc06g053390.3.1,protein transport [GO:0015031]
NITAB089634.1,1.0324,1.6842,12.5762,12.1963,1.3157,1.8527,14.5511,14.7546,1.4099,1.3330,7.6594,19.4238,1.1176,1.2612,15.8872,18.3018,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089635.1,0.1171,0.0871,3.1965,2.6842,0.5537,0.1249,3.8178,2.9759,0.2017,0.0453,2.2995,3.0963,0.4529,0.3402,4.7596,3.2152,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089675.1,1.1392,1.2471,9.7622,13.0802,1.4738,2.9061,15.6964,18.7063,0.8552,1.1009,5.9009,10.3237,1.1057,1.9421,8.1245,18.5027,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089880.1,0.7794,1.0079,8.3646,10.4296,1.2088,1.2779,12.8090,12.6904,1.2351,0.8010,5.4330,17.5954,0.7925,1.0593,14.3801,14.0615,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089896.1,0.1913,0.1879,2.7347,2.4411,0.2577,0.2480,3.2565,4.0132,0.2432,0.1744,1.5226,4.5705,0.2059,0.4706,3.4955,3.4966,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089935.1,0.1015,0.1509,1.8284,2.1650,0.2117,0.2258,3.2641,3.1924,0.4539,0.2489,2.9563,6.0465,0.1686,0.1811,2.8269,3.4199,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089975.1,0.0000,0.0634,0.3562,1.4975,0.0000,0.0000,0.6298,3.2053,0.0000,0.0000,0.0458,0.7899,0.0000,0.0000,0.0237,1.4693,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB089982.1,0.0279,0.1457,0.5531,1.6962,0.1124,0.1723,0.2361,1.4360,0.1980,0.1367,0.3521,2.0959,0.0905,0.3055,1.7234,1.4461,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB090034.1,0.4644,0.6554,5.7967,5.6249,1.0396,0.8113,7.6844,7.8177,0.6024,0.3811,4.4950,10.3248,0.7087,0.9605,11.1785,9.5457,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB090051.1,1.1435,1.3461,3.6225,5.3436,2.0812,2.1694,6.6588,7.2815,0.8798,0.7952,1.7236,2.6648,0.7996,1.6626,2.2867,6.8304,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB090143.1,0.2015,0.6397,5.1286,4.5969,0.4813,0.5739,5.7299,6.0365,0.7618,0.4720,2.9528,7.8255,0.7489,0.7536,6.4927,5.9672,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB090165.1,0.5296,0.5647,6.6303,5.9021,0.6397,0.7782,6.9320,7.8717,0.8516,0.5643,3.6798,9.4918,0.4950,0.9593,8.1610,8.6971,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB090303.1,0.2885,0.2328,4.2819,1.9463,0.1853,0.3348,1.7564,1.9241,0.4062,0.2643,3.1986,1.7998,0.1829,0.1298,4.5659,2.9305,#N/A,#N/A,NAC domain containing protein 5 ,Solyc05g014300.1.1,#N/A
NITAB090309.1,0.1422,0.1213,2.7833,2.7763,0.1918,0.1390,6.2170,8.2890,0.1963,0.1064,1.8476,3.9786,0.0918,0.0855,3.5652,3.9792,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB090327.1,0.0000,0.0000,0.1052,0.0696,0.0146,0.0048,1.8796,1.5337,0.0370,0.0194,0.7588,0.6108,0.0000,0.0100,0.1123,0.2156,Short-chain dehydrogenase reductase 2a,sp|Q9SCU0|SDR2A_ARATH,Short-chain dehydrogenase/reductase family protein ,Solyc10g085380.2.1,0
NITAB090405.1,0.6432,0.7554,1.9735,1.3119,0.9472,0.9014,2.3615,1.0505,1.0817,0.7123,1.8466,2.6109,0.9186,0.5091,0.9892,3.4910,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB090428.1,32.2844,8.5452,54.0303,32.3671,19.0901,20.5510,48.6190,43.7454,23.1679,36.9702,65.7338,40.3623,62.3924,18.1803,77.3272,57.5514,Heat shock 70 kDa protein 18,sp|Q9C7X7|HSP7N_ARATH,ethylene-responsive heat shock protein cognate 70,Solyc04g011440.4.1,cellular response to heat [GO:0034605]; cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; protein refolding [GO:0042026]; response to cadmium ion [GO:0046686]; response to heat [GO:0009408]; response to unfolded protein [GO:0006986]
NITAB090560.1,34.4821,3.7919,22.3098,8.9895,16.2490,21.9186,16.2512,16.6816,13.6668,37.5917,30.4275,13.5158,47.8172,13.2201,30.8966,20.3524,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB090579.1,0.1828,0.2310,2.2566,1.9028,0.2711,0.1830,2.3598,3.5841,0.3136,0.0907,1.5920,3.4949,0.2263,0.2173,3.8420,4.0955,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB090623.1,0.1770,0.5520,6.9956,6.3685,0.1210,0.0538,2.9909,1.5208,0.0771,0.0710,2.4860,0.8848,0.0963,0.1789,0.7473,5.7169,#N/A,#N/A,cyclic nucleotide gated channel 1 ,Solyc05g050360.3.1,#N/A
NITAB090649.1,0.4741,0.8612,7.6944,7.0836,0.8129,0.8853,10.4568,10.3212,0.9089,0.6717,4.5539,12.6157,0.6753,1.0881,10.8237,10.9403,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB090765.1,144.7760,255.9732,1336.5683,950.3087,111.7555,31.9386,516.5518,456.4409,104.1864,175.7035,2439.8837,788.4650,69.4237,182.5546,706.3747,1145.6917,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB090766.1,287.5036,498.0846,1606.4792,1040.2064,179.0067,131.9056,708.7551,583.6511,255.1529,357.3196,3059.8686,852.1349,246.5705,264.5552,782.9364,1198.2405,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB090788.1,0.5323,0.8773,6.8477,6.9281,0.7268,0.9157,8.3535,10.3150,0.6970,0.7000,4.1893,11.8033,0.7339,0.6344,10.2395,10.4728,#N/A,#N/A,Vacuolar protein sorting-associated protein 2 homolog 2 ,Solyc02g069680.3.1,#N/A
NITAB090889.1,0.1186,0.1236,1.0082,1.3194,0.4613,0.2703,4.0075,3.2847,0.2783,0.1126,0.8074,1.1557,0.0847,0.2964,0.7912,3.0713,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB090963.1,13.1344,3.5968,20.9184,13.1094,7.1359,8.3035,18.7415,18.9168,9.5441,15.0505,25.5497,15.3717,28.6512,7.6396,30.4392,22.9378,NAD-specific glutamate dehydrogenase,sp|P41755|DHE2_ACHKL,#N/A,#N/A,0
NITAB090964.1,24.5431,6.2291,44.9734,26.9056,13.7424,15.3935,42.3163,39.2662,16.3366,27.4029,56.9584,34.0479,48.8976,13.2180,65.6264,52.9566,Heat shock cognate 70 kDa protein,sp|P09189|HSP7C_PETHY,ethylene-responsive heat shock protein cognate 70,Solyc04g011440.4.1,0
NITAB090993.1,1.8012,28.3169,155.2993,109.1442,5.7636,1.7535,36.7007,32.5261,3.0631,2.1621,119.7697,15.4863,4.8276,3.1659,12.9675,153.7873,#N/A,#N/A,ATP-dependent DNA helicase family protein ,Solyc05g008040.3.1,#N/A
NITAB091018.1,12.2988,12.7269,40.6330,40.4784,11.5038,15.2652,36.9364,32.8038,17.0675,12.7849,30.1971,27.7497,17.1156,9.1401,33.4118,31.4045,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB091019.1,12.8931,12.6899,39.6465,41.0619,11.0542,15.1810,37.4822,32.2382,16.4982,12.2678,30.9628,28.1719,17.4154,9.2969,33.8874,31.5287,#N/A,#N/A,Zinc finger A20 and AN1 domain-containing stress-associated protein ,Solyc12g100060.1.1,#N/A
NITAB091058.1,0.1760,0.1438,0.1379,0.2772,0.9786,0.7641,1.9823,2.0697,0.1708,0.1020,0.0481,0.0530,1.3389,1.7881,2.8976,3.4044,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB091104.1,0.0033,0.0051,11.3864,18.3047,0.1206,0.0474,14.0937,16.9951,0.0551,0.0698,6.0838,7.2882,0.0146,0.0434,5.7579,14.8636,Heavy metal-associated isoprenylated plant protein 8,sp|Q9M8T7|HIP8_ARATH,Heavy metal transport/detoxification superfamily protein ,Solyc06g072700.3.1,metal ion transport [GO:0030001]
NITAB091106.1,0.0827,0.0390,2.8773,19.2572,0.0435,0.0073,23.4708,14.3355,0.0581,0.1126,1.9440,3.3822,0.0219,0.1456,3.5491,18.7995,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB091110.1,131.9941,23.7191,22.8763,9.4858,77.6642,76.4118,19.2870,20.1674,101.6437,185.8974,33.9437,20.9550,275.7034,20.0090,38.9946,28.7302,17.9 kDa class II heat shock protein,sp|P05477|HSP21_SOYBN,"Heat-shock protein, putative ",Solyc08g062340.3.1,protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to reactive oxygen species [GO:0000302]; response to salt stress [GO:0009651]
NITAB091119.1,0.1718,0.1850,2.1691,1.0269,0.5572,0.2625,3.6010,2.5071,0.4756,0.3908,0.6612,0.9959,0.1793,0.0000,1.3628,4.5763,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB091240.1,0.3412,0.3508,4.3737,4.6410,0.6477,0.4547,13.0351,11.3854,0.7814,0.3225,3.0237,7.5757,0.5521,0.6838,4.8416,6.5137,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB091278.1,0.6671,0.7484,7.9370,6.2370,0.7253,1.0357,9.9027,10.1502,0.9686,0.4064,4.4570,12.3272,0.6881,0.7170,9.1658,9.1268,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB091282.1,0.6140,0.7666,6.0381,6.7590,1.0061,0.9821,8.2157,8.2940,0.9288,0.5024,3.9871,10.1869,0.5528,0.9346,8.3703,8.1201,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB091285.1,0.2035,0.3851,2.2408,2.5860,0.1062,0.3747,2.1377,1.7920,0.4711,0.2614,1.1924,3.6410,0.1951,0.2233,3.7083,3.1906,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB091355.1,2.2731,2.3691,9.5548,5.9605,1.8638,1.9937,4.8896,4.2318,3.1321,2.4128,12.3159,9.9625,3.3578,2.4093,16.0903,7.7321,Protein NRT1/ PTR FAMILY 8.1,sp|Q9M390|PTR1_ARATH,Major facilitator superfamily protein ,Solyc12g006050.2.1,dipeptide transport [GO:0042938]; nitrogen compound metabolic process [GO:0006807]; protein transport [GO:0015031]; tripeptide transport [GO:0042939]
NITAB091468.1,0.0399,0.0943,0.1712,0.8984,0.0197,0.1290,1.2476,1.5042,0.0953,0.0609,0.5582,1.6949,0.0313,0.0487,1.9080,0.8064,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB091498.1,92.7447,13.6572,60.7195,28.0136,48.0215,58.0824,49.6778,53.6792,37.1883,100.6976,79.9278,38.7277,131.4004,34.9510,90.3911,56.4829,17.9 kDa class II heat shock protein,sp|P05477|HSP21_SOYBN,"Heat-shock protein, putative ",Solyc08g062450.1.1,protein complex oligomerization [GO:0051259]; protein folding [GO:0006457]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to reactive oxygen species [GO:0000302]; response to salt stress [GO:0009651]
NITAB091510.1,155.3653,19.2660,98.2547,37.1013,82.2874,91.6287,71.9040,71.5473,52.5843,191.8186,109.9856,54.3506,233.2639,46.6143,133.0357,83.4131,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB091532.1,0.9872,1.1431,12.3342,11.6364,1.2977,1.4117,12.9976,15.0954,1.3048,1.1968,6.9426,19.8241,1.3187,0.9667,14.7867,16.8106,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB091658.1,0.6868,0.7253,3.3624,4.0658,0.9897,1.6198,4.5579,6.3206,0.6991,0.8273,2.6854,8.6989,0.7457,0.7190,4.2078,5.4231,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB091661.1,2.4700,3.0618,28.7612,27.0491,2.9383,3.3223,37.4477,38.1043,4.1805,1.7429,17.8161,46.4002,2.4083,3.2226,37.6973,39.9861,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB091678.1,2.2803,1.2143,4.3024,3.3531,0.7288,1.2436,2.9472,4.3510,1.6523,2.3359,6.2673,4.5316,1.2906,2.0384,6.1114,1.2623,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB091869.1,2.6075,1.6669,9.7583,7.1626,1.2750,1.9293,8.2656,7.8889,3.7246,2.0956,7.2538,8.2390,3.6599,0.9365,6.0475,5.7613,Probable calcium-binding protein CML27,sp|Q9LE22|CML27_ARATH,"Calcium-binding EF-hand family protein, putative ",Solyc01g020378.1.1,0
NITAB091970.1,0.0226,0.0938,1.6421,3.8617,0.0000,0.0110,4.2659,4.9802,0.0083,0.0175,0.9594,2.2260,0.0000,0.0000,1.1308,3.4238,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB092132.1,0.0000,0.0188,1.4721,7.1266,0.0000,0.0021,3.6116,19.1481,0.0187,0.0063,0.4039,5.3841,0.0228,0.0000,0.8372,9.6318,Beta-glucosidase 45,sp|O80689|BGL45_ARATH,"Beta-glucosidase, putative ",Solyc02g080290.3.1,carbohydrate metabolic process [GO:0005975]
NITAB092175.1,1.4159,6.8339,15.0019,9.2361,1.1244,0.7611,4.1995,4.4299,0.9422,1.4700,20.8746,5.5308,0.9742,1.9314,5.5150,10.6043,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB092177.1,1.1571,1.6404,5.9825,12.2242,0.5723,1.8701,3.8121,8.1825,1.1674,4.4786,3.1524,7.6086,1.3246,1.3665,4.7885,8.6934,Protein TIFY 10b,sp|A2YNP2|TI10B_ORYSI,Jasmonate-zim-domain protein ,Solyc07g042170.3.1,0
NITAB092234.1,0.2246,0.4125,3.4782,3.6560,0.3227,0.3972,4.0913,4.9400,0.3163,0.1898,1.7963,5.4055,0.3810,0.4983,4.5485,5.0473,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB092268.1,195.9789,257.7995,185.2385,267.2161,58.7981,25.8747,198.3855,57.2969,34.5136,38.0595,44.1788,51.4863,88.1822,81.9923,53.9163,183.1840,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB092383.1,2.0146,1.9750,8.4917,5.2945,2.4229,2.6644,7.0862,6.1089,3.4395,1.5209,7.1889,5.3126,2.8919,1.5057,7.9401,4.7221,Probable calcium-binding protein CML27,sp|Q9LE22|CML27_ARATH,"Calcium-binding EF-hand family protein, putative ",Solyc01g020378.1.1,0
NITAB092409.1,1121.1888,771.2153,2709.6764,1802.7186,610.7920,612.8306,1604.3741,1949.7977,871.1780,1275.6980,4749.6518,2830.3101,847.5639,1033.4264,3618.5808,922.0943,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB092486.1,0.0222,0.0000,9.8679,2.4391,0.0000,0.0742,2.0651,1.7905,0.5501,0.0308,5.4868,4.6166,0.0531,0.0000,9.0581,2.0766,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB092515.1,0.0479,0.0627,0.6565,2.0770,0.0226,0.0725,2.7233,2.7897,0.0423,0.0316,0.5142,0.7978,0.0208,0.0853,0.4365,1.9817,#N/A,#N/A,UPF0301 protein ,Solyc02g067050.3.1,#N/A
NITAB092660.1,3.9881,7.2005,1.2390,0.8423,7.0304,4.3308,0.7601,1.0716,2.7655,2.1090,1.7172,1.6211,2.8568,5.2873,1.6043,0.6073,"Aconitate hydratase, mitochondrial",sp|P49609|ACON_GRAGA,Histidine triad nucleotide binding protein ,Solyc10g081310.2.1,tricarboxylic acid cycle [GO:0006099]
NITAB092673.1,0.1222,0.0539,1.7133,0.8536,0.1948,0.1799,1.9668,2.1041,0.0984,0.0732,1.2705,2.0109,0.1348,0.2703,2.1126,3.0850,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB092702.1,0.5357,0.4700,6.1624,5.7312,0.3969,0.7360,8.0717,8.1733,0.6780,0.5504,4.0197,9.9325,0.5475,1.0560,10.2489,8.6649,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB092711.1,159.0292,87.5465,314.9166,225.1810,96.6317,84.2173,203.9875,210.8228,115.4762,183.2900,522.7520,374.2337,120.0032,139.4917,430.5106,102.8091,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB092740.1,0.0646,0.1384,2.3261,4.8782,0.1151,0.1718,4.5522,6.2038,0.0629,0.1405,1.5618,2.9737,0.0858,0.1459,1.7110,4.4586,#N/A,#N/A,"Lipase, GDSL ",Solyc04g081755.1.1,#N/A
NITAB092797.1,0.1872,0.1181,4.1646,2.2407,0.0847,0.1039,2.5207,1.9042,0.2226,0.2292,5.1303,2.0405,0.1959,0.0175,3.0900,1.6691,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB092806.1,0.0808,0.1315,0.1009,0.0342,0.5562,0.3820,1.0187,1.1405,1.4416,1.1888,2.2410,2.6026,0.0420,0.0890,0.1248,0.1378,Agamous-like MADS-box protein AGL8 homolog,sp|Q40170|AGL8_SOLLC,#N/A,#N/A,multicellular organism development [GO:0007275]; positive regulation of transcription by RNA polymerase II [GO:0045944]
NITAB092969.1,0.0000,0.0000,0.8901,0.8491,0.0211,0.0000,1.8785,2.8322,0.0032,0.0000,0.3317,1.2777,0.0000,0.0000,0.2237,2.4551,Probable 2-oxoglutarate-dependent dioxygenase AOP1.2,sp|Q945B6|AOP1L_ARATH,2-oxoglutarate-dependent dioxygenase-related family protein ,Solyc06g066840.3.1,0
NITAB093004.1,0.1270,0.4430,2.8778,3.1504,0.2036,0.0367,1.3136,0.8677,0.0611,0.0000,2.2747,0.3975,0.2061,0.1412,0.2866,3.5014,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB093005.1,79.9682,53.7463,305.4360,253.8565,26.4873,33.9577,135.0473,195.0981,70.1366,73.4281,362.9014,212.7684,43.4359,123.3741,267.8952,205.7323,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB093035.1,6.5110,6.9418,5.7103,12.4165,4.8964,4.0657,8.8852,10.3382,5.1253,5.3621,4.7728,7.2655,6.2402,6.2296,4.2325,9.5617,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB093099.1,1966.8496,11611.0095,13091.8078,18461.7862,9979.0957,3185.7464,12155.7707,9856.1452,4939.1452,3679.9643,16161.4412,5767.7317,6190.3018,2423.6620,4489.1777,20350.4323,Clathrin coat assembly protein AP180,sp|Q9ZVN6|AP180_ARATH,Class II aaRS and biotin synthetases superfamily protein ,Solyc06g024245.1.1,clathrin coat assembly [GO:0048268]; endocytosis [GO:0006897]; protein transport [GO:0015031]
